"Visit name";"Form name";"Form number";"Field number";"Exported field type";"Original field type";"Variable name";"Field label";"Optiongroup name";"Field required";"Field min";"Field max";"Field units";"Field info";"Calculation/summary template";"Field hidden";"Dependency parent name";"Field dependency operator";"Field dependency value"
4.1;Powell;42;1.30;radio;radio;V3_Powell_Powell23;Snurken;Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
4.1;Powell;42;1.32;radio;radio;V3_Powell_Powell24;"Hebben de eetlust van mijn kind beïnvloed";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
4.1;Powell;42;1.33;radio;radio;V3_Powell_Powell25;"Zorgden voor een verstoorde nachtrust van kind";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
4.1;Powell;42;1.34;radio;radio;V3_Powell_Powell26;"Zorgden voor verminderde activiteit van mijn kind";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
4.1;Powell;42;1.35;radio;radio;V3_Powell_Powell27;"Zorgden ervoor dat mijn kind ongebruikelijk moe was";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
4.1;Powell;42;1.37;radio;radio;V3_Powell_Powell28;"Hebben mijn activiteiten beïnvloed";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
4.1;Powell;42;1.38;radio;radio;V3_Powell_Powell29;"Hebben gezorgd voor aanpassingen in het gezinsleven";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
4.1;Powell;42;1.39;radio;radio;V3_Powell_Powell30;"Hebben gezorgd voor een verstoorde nachtrust van de familie";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
4.1;Powell;42;1.40;radio;radio;V3_Powell_Powell31;"Hebben de familie verontrust";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
4.1;"Microbiome nasopharyngeal swab";43;1;radio;radio;V3_MSN_Succeed;"Did the procedure succeed";YesNo;1;;;;;;0;"Did the procedure succeed";==;0
4.1;"Microbiome nasopharyngeal swab";43;1.1;datetime;datetime;V3_MNS_NSDatT;"Date and time nasopharyngeal swab";;1;;;;;;0;"Did the procedure succeed";==;1
4.1;"Microbiome nasopharyngeal swab";43;1.2;radio;radio;V3_MNS_NSAmtColl;"Amount of swabs succesfully collected";NSAmtColl;1;;;;;;0;"Did the procedure succeed";==;1
4.1;"Microbiome nasopharyngeal swab";43;1.3;string;string;V3_MNS_BiobankCode;"Code Biobank";;1;;;;;;0;"Did the procedure succeed";==;1
4.1;"Microbiome nasopharyngeal swab";43;1.4;radio;radio;V3_MNS_ColdPrevM;"Did participant have a cold/runny nose previous month";YesNoUnk;1;;;;;;0;"Did the procedure succeed";==;1
4.1;"Microbiome nasopharyngeal swab";43;2;textarea;textarea;V3_MNS_Remarks;Remarks;;0;;;;;;0;"Did the procedure succeed";==;0
4.1;"DNA buccal swab";44;1;radio;radio;V3_BS_Succeed;"Did the procedure succeed";YesNo;1;;;;;;0;"Did the procedure succeed";==;0
4.1;"DNA buccal swab";44;1.1;datetime;datetime;V3_BS_BSDatT;"Date and time buccal swab";;1;;;;;;0;"Did the procedure succeed";==;1
4.1;"DNA buccal swab";44;1.2;radio;radio;V3_BS_BSAmtColl;"Amount of swabs succesfully collected";NSAmtColl;1;;;;;;0;"Did the procedure succeed";==;1
4.1;"DNA buccal swab";44;1.3;string;string;V3_BS_BiobankCode;"Code Biobank";;1;;;;;;0;"Did the procedure succeed";==;1
4.1;"DNA buccal swab";44;2;textarea;textarea;V3_BS_Remarks;Remarks;;0;;;;;;0;"Did the procedure succeed";==;0
4.1;"DNA nasopharyngeal swab";45;1;radio;radio;V3_DNANS_Succeed;"Did the procedure succeed";YesNo;1;;;;;;0;"Did the procedure succeed";==;0
4.1;"DNA nasopharyngeal swab";45;1.1;datetime;datetime;V3_DNANS_DNANSDatT;"Date and time DNA nasopharyngeal swab";;1;;;;;;0;"Did the procedure succeed";==;1
4.1;"DNA nasopharyngeal swab";45;1.2;radio;radio;V3_DNANS_DNANSAmtColl;"Amount of swabs succesfully collected";RNANSAmtColl;1;;;;;;0;"Did the procedure succeed";==;1
4.1;"DNA nasopharyngeal swab";45;1.3;string;string;V3_DNANS_BiobankCode;"Code Biobank";;1;;;;;;0;"Did the procedure succeed";==;1
4.1;"DNA nasopharyngeal swab";45;2;textarea;textarea;V3_DNANS_Remarks;Remarks;;0;;;;;;0;"Did the procedure succeed";==;0
4.1;"RNA nasopharyngeal swab";46;1;radio;radio;V3_RNANS_Succeed;"Did the procedure succeed";YesNo;1;;;;;;0;"Did the procedure succeed";==;0
4.1;"RNA nasopharyngeal swab";46;1.1;datetime;datetime;V3_RNANS_RNANSDatT;"Date and time RNA nasopharyngeal swab";;1;;;;;;0;"Did the procedure succeed";==;1
4.1;"RNA nasopharyngeal swab";46;1.2;radio;radio;V3_RNANS_RNANSAmtColl;"Amount of swabs succesfully collected";RNANSAmtColl;1;;;;;;0;"Did the procedure succeed";==;1
4.1;"RNA nasopharyngeal swab";46;1.3;string;string;V3_RNANS_BiobankCode;"Code Biobank";;1;;;;;;0;"Did the procedure succeed";==;1
4.1;"RNA nasopharyngeal swab";46;2;textarea;textarea;V3_RNANS_Remarks;Remarks;;0;;;;;;0;"Did the procedure succeed";==;0
5.1;"Visit & Anthropometry";47;1;date;date;V4_Visit_Dat;"Date of visit";;1;;;;;;0;;;
5.1;"Visit & Anthropometry";47;2;calculation;calculation;V4_Visit_Age;"Age at visit";;0;;;;;"var dob = moment('{V1_Demo_DOB}', 'DD-MM-YYYY');var visitdate = moment('{V4_Visit_Dat}', 'DD-MM-YYYY');var plus1d = visitdate.add(1, 'days');var age = moment.duration(plus1d.diff(dob));var years = age.years();var months = age.months();years + "" years "" + months + "" months"";";0;;;
5.1;"Visit & Anthropometry";47;3;numeric;numeric;V4_Visit_Height;Height;;1;;;cm;;;0;;;
5.1;"Visit & Anthropometry";47;4;numeric;numeric;V4_Visit_Weight;Weight;;1;;;kg;;;0;;;
5.1;"Visit & Anthropometry";47;5;numeric;numeric;V4_Visit_WfH;Weight-for-height;;1;;;SD;;;0;;;
5.1;"Visit & Anthropometry";47;6;calculation;calculation;V4_Visit_BMI;BMI;;0;;;kg/m2;;{V4_Visit_Weight}/(({V4_Visit_Height}/100)*({V4_Visit_Height}/100));0;;;
5.1;"Visit & Anthropometry";47;7;radio;radio;V4_appointment;"Which of the following is applicable for this participant?";appointments;1;;;;;;0;"Study group";==;2
5.1;Medication;48;1;radio;radio;V4_Med_App;"Parents used mobile application for medication record";YesNoNA;1;;;;;;0;;;
5.1;Medication;48;1.1;radio;radio;V4_Med_MedUse;"Has the child taken medication since the previous visit";YesNoNA;1;;;;;;0;"Parents used mobile application for medication record";==;0
5.1;"Study-related adverse effects";49;1;radio;radio;V4_FU_AEOccur;"Did an Adverse Event occur";YesNoNA;1;;;;;;0;;;
5.1;"Study-related adverse effects";49;2;radio;radio;V4_FU_SAEOccur;"Did a Serious Adverse Event occur";YesNoNA;1;;;;;;0;;;
5.1;"Test preparations";50;1;radio;radio;V4_Tprep_StopCortico1m;"Did the patient stop all inhaled corticosteroid medication 1 month prior to the baseline visite";YesNoNA;1;;;;;;0;;;
5.1;"Test preparations";50;1.1;radio;radio;V4_Tprep_StopCortico1mSpec;"If no, specify reason";StopCortico1mSpec;1;;;;;;0;"Did the patient stop all inhaled corticosteroid medication 1 month prior to the baseline visite";==;0
5.1;"Test preparations";50;2;radio;radio;V4_TPrep_InhMedUsed;"Inhalation medication used < 3 hours before test";YesNoNA;1;;;;;;0;;;
5.1;"Test preparations";50;3;radio;radio;V4_TPrep_FoodUsed;"Food/beverage used <1 hour before test";YesNoNA;1;;;;;;0;;;
5.1;"Test preparations";50;4;radio;radio;V4_TPrep_Exercise;"Excercise <1 hour before test";YesNoNA;1;;;;;;0;;;
5.1;"Test preparations";50;5;radio;radio;V4_TPrep_CurrRespInf;"Current respiratory tract infection";YesNoNA;1;;;;;;0;;;
5.1;"Test preparations";50;6;radio;radio;V4_TPrep_ChgHousFam;"Any changes in housing situation and/or family composition";YesNoNA;1;;;;;;0;;;
5.1;"Test preparations";50;6.1;radio;radio;V4_TPrep_ChgSmoking2;"Is there second hand smoking (presence of smokers in the same room as the child)";YesNoUnchg;1;;;;;;0;"Any changes in housing situation and/or family composition";==;1
5.1;"Test preparations";50;6.2;radio;radio;V4_TPrep_ChgSmoking3;"Is there third hand smoking (contact with smokers or places where has been smoked in)";YesNoUnchg;1;;;;;;0;"Any changes in housing situation and/or family composition";==;1
5.1;"Test preparations";50;6.3;radio;radio;V4_TPrep_ChgLivEnv;"How would you describe your living environment";ChgLivEnv;1;;;;;;0;"Any changes in housing situation and/or family composition";==;1
5.1;"Test preparations";50;6.4;radio;radio;V4_TPrep_ChgTrucksPass;"How often do trucks pass through the street where you live, on weekdays";ChgTrucksPass;1;;;;;;0;"Any changes in housing situation and/or family composition";==;1
5.1;"Test preparations";50;6.5;radio;radio;V4_TPrep_ChgFurryPets;"Exposure  to furry pets";YesNoUnchg;1;;;;;;0;"Any changes in housing situation and/or family composition";==;1
5.1;"Test preparations";50;6.6;radio;radio;V4_TPrep_ChgDaycare;"Day-care attendance";YesNoUnchg;1;;;;;;0;"Any changes in housing situation and/or family composition";==;1
5.1;"Test preparations";50;6.7;radio;radio;V4_TPrep_RenoHouse;"Renovation of house";YesNoNA;1;;;;;;0;"Any changes in housing situation and/or family composition";==;1
5.1;"Test preparations";50;6.8;radio;radio;V4_TPrep_MoveHouse;"Moved to other house";YesNoNA;1;;;;;;0;"Any changes in housing situation and/or family composition";==;1
5.1;"Test preparations";50;7;radio;radio;V4_TPrep_ABX3m;"Use of antibiotics in previous 3 months";YesNoUnk;1;;;;;;0;;;
5.1;"Test preparations";50;7.1;string;string;V4_TPrep_ABX3mSpec;"If yes, specify what antibiotic drug";;1;;;;;;0;"Use of antibiotics in previous 3 months";==;1
5.1;"Test preparations";50;8;numeric;numeric;V4_TPrep_RoomTemp;"Room temperature";;1;;;°C;;;0;;;
5.1;"Test preparations";50;9;numeric;numeric;V4_TPrep_RoomHum;"Room humidity";;1;;;%;;;0;;;
5.1;"Test preparations";50;10;radio;radio;V4_TPrep_MouthWashed;"Mouth washed with water before test";YesNoNA;1;;;;;;0;;;
5.1;"Breath test 1 (GC-tof-MS)";51;1;radio;radio;V4_BT1_TSucc;"Test succeeded";YesNoNA;1;;;;;;0;;;
5.1;"Breath test 1 (GC-tof-MS)";51;1.1;radio;radio;V4_BT1_TSuccNo;"If no, specify reason";TSuccNo;1;;;;;;0;"Test succeeded";==;0
5.1;"Breath test 1 (GC-tof-MS)";51;1.1.1;string;string;V4_BT1_TSuccNoOth;"If other, specify";;1;;;;;;0;"If no, specify reason";==;98
5.1;"Breath test 1 (GC-tof-MS)";51;1.2;numeric;numeric;V4_BT1_CTubeNr;"Carbon tube number";;1;;;;;;0;"Test succeeded";==;1
5.1;"Breath test 1 (GC-tof-MS)";51;1.3;string;string;V4_BT1_BagBatchNr;"Batch number bag";;1;;;;;;0;"Test succeeded";==;1
5.1;"Breath test 1 (GC-tof-MS)";51;1.4;datetime;datetime;V4_BT1_CleaningBagDatT;"Date and time of start cleaning bag";;1;;;;;;0;"Test succeeded";==;1
5.1;"Breath test 1 (GC-tof-MS)";51;1.5;radio;radio;V4_BT1_VOCFilterUsed;"VOC filter used";YesNoNA;1;;;;;;0;"Test succeeded";==;1
5.1;"Breath test 1 (GC-tof-MS)";51;1.5.1;datetime;datetime;V4_BT1_VOCFilterDatT;"Date and time of start VOC filter";;1;;;;;;0;"VOC filter used";==;1
5.1;"Breath test 1 (GC-tof-MS)";51;1.6;datetime;datetime;V4_BT1_BreathCollDatT;"Date and time of start collecting breath";;1;;;;;;0;"Test succeeded";==;1
5.1;"Breath test 1 (GC-tof-MS)";51;1.5.2;calculation;calculation;V4_BT1_VOCFilterDur;"Duration of use  VOC filter";;0;;;;;"var vocfilter = moment('{V4_BT1_VOCFilterDatT}', 'DD-MM-YYYY hh:mm');var breathcoll = moment('{V4_BT1_BreathCollDatT}', 'DD-MM-YYYY hh:mm');var duration = moment.duration(breathcoll.diff(vocfilter));var days = duration.days();var hours = duration.hours();var minutes = duration.minutes();days + "" days "" + hours + "" hours "" + minutes + "" minutes"";";0;"VOC filter used";==;1
5.1;"Breath test 1 (GC-tof-MS)";51;1.7;numeric;numeric;V4_BT1_BreathCollDur;"Duration of collecting breath";;0;;;seconds;;;0;"Test succeeded";==;1
5.1;"Breath test 1 (GC-tof-MS)";51;1.8;datetime;datetime;V4_BT1_EmptyBagDatT;"Date and time of start emptying bag";;1;;;;;;0;"Test succeeded";==;1
5.1;"Breath test 1 (GC-tof-MS)";51;1.9;numeric;numeric;V4_BT1_EmptyBagDur;"Duration of emptying bag";;0;;;seconds;;;0;"Test succeeded";==;1
5.1;"Breath test 1 (GC-tof-MS)";51;1.10;numeric;numeric;V4_BT1_EmptyBagSpeed;"Speed of emptying bag";;0;;;mL/min;;;0;"Test succeeded";==;1
5.1;"Breath test 2 (SIFT-MS)";52;1;radio;radio;V4_BT2_TSucc;"Test succeeded";YesNoNA;1;;;;;;0;;;
5.1;"Breath test 2 (SIFT-MS)";52;1.1;radio;radio;V4_BT2_TSuccNo;"If no, specify reason";TSuccNo;1;;;;;;0;"Test succeeded";==;0
5.1;"Breath test 2 (SIFT-MS)";52;1.1.1;string;string;V4_BT2_TSuccNoOth;"If other, specify";;1;;;;;;0;"If no, specify reason";==;98
5.1;"Breath test 2 (SIFT-MS)";52;1.2;string;string;V4_BT2_BagBatchNr;"Batch number bag";;1;;;;;;0;"Test succeeded";==;1
5.1;"Breath test 2 (SIFT-MS)";52;1.8;datetime;datetime;V4_BT2_SIFTDatT;"Date and time start measurement SIFT";;1;;;;;;0;"Test succeeded";==;1
5.1;"Breath test 2 (SIFT-MS)";52;1.9;numeric;numeric;V4_BT2_SIFTRegNrBlank;"SIFT registration number: Blank bag measurement";;1;;;;;;0;"Test succeeded";==;1
5.1;"Breath test 2 (SIFT-MS)";52;1.10;numeric;numeric;V4_BT2_SIFTRegNrExtStC;"SIFT registration number: External standard control measurement";;1;;;;;;0;"Test succeeded";==;1
5.1;"Breath test 2 (SIFT-MS)";52;1.11;numeric;numeric;V4_BT2_SIFTRegNrInstr;"SIFT registration number: Instrument measurement";;1;;;;;;0;"Test succeeded";==;1
5.1;"Breath test 2 (SIFT-MS)";52;1.12;numeric;numeric;V4_BT2_SIFTRegNrLabRoom;"SIFT registration number: Lab room measurement";;1;;;;;;0;"Test succeeded";==;1
5.1;"Breath test 2 (SIFT-MS)";52;1.13;numeric;numeric;V4_BT2_SIFTRegNrLabBreath;"SIFT registration number: Breath measurement";;1;;;;;;0;"Test succeeded";==;1
5.1;"Breath test 2 (SIFT-MS)";52;1.14;numeric;numeric;V4_BT2_RoomTemp;"SIFT: Room temperature";;1;;;°C;;;0;"Test succeeded";==;1
5.1;"Breath test 2 (SIFT-MS)";52;1.15;numeric;numeric;V4_BT2_RoomHum;"SIFT: Room humidity";;1;;;%;;;0;"Test succeeded";==;1
5.1;"Breath test 2 (SIFT-MS)";52;1.16;numeric;numeric;V4_BT2_IntTemp;"SIFT: Internal temperature";;1;;;°C;;;0;"Test succeeded";==;1
5.1;"Breath test 2 (SIFT-MS)";52;1.17;numeric;numeric;V4_BT2_IntakeTemp;"SIFT: Intake temperature";;1;;;°C;;;0;"Test succeeded";==;1
5.1;"Breath test 3 (CNT)";53;1;radio;radio;V4_BT3_TSucc;"Test succeeded";YesNoNA;1;;;;;;0;;;
5.1;"Breath test 3 (CNT)";53;1.1;radio;radio;V4_BT3_TSuccNo;"If no, specify reason";TSuccNo;1;;;;;;0;"Test succeeded";==;0
5.1;"Breath test 3 (CNT)";53;1.1.1;string;string;V4_BT3_TSuccNoOth;"If other, specify";;1;;;;;;0;"If no, specify reason";==;98
5.1;"Breath test 3 (CNT)";53;1.2;datetime;datetime;V4_BT3_TDateT;"Date and time of test";;1;;;;;;0;"Test succeeded";==;1
5.1;"Measurement experience";54;1;radio;radio;V4_Exp_PrevMaskExp;"Previous experience with mouth/nose mask";YesNoNA;1;;;;;;0;;;
5.1;"Measurement experience";54;1.1;radio;radio;V4_Exp_PrevMaskAcc;"Acceptance of mask at that time";END;1;;;;;;0;"Previous experience with mouth/nose mask";==;1
5.1;"Measurement experience";54;2;radio;radio;V4_Exp_MeasOverall;"The measurement went overall";END;1;;;;;;0;;;
5.1;"Measurement experience";54;3;radio;radio;V4_Exp_MeasMaskAcc;"Acceptance of mask during the measurement";END;1;;;;;;0;;;
5.1;"Measurement experience";54;4;radio;radio;V4_Exp_ImpChild;"What impression did the child make";ImpChild;1;;;;;;0;;;
5.1;"Measurement experience";54;5;radio;radio;V4_Exp_PPresent;"The parents were present during measurement";YesNoNA;1;;;;;;0;;;
5.1;"Measurement experience";54;5.1;radio;radio;V4_Exp_PReaction;"Reaction of the parents on the measurement";PReaction;1;;;;;;0;"The parents were present during measurement";==;1
5.1;"Measurement experience";54;6;radio;radio;V4_Exp_FitMask;"Fit of the mask";FitMask;1;;;;;;0;;;
5.1;"Measurement experience";54;7;radio;radio;V4_Exp_EaseBreath;"Ease of breathing";EaseBreath;1;;;;;;0;;;
5.1;Tremoflo;55;1;radio;radio;V4_AOS_BronchMed;"Use of bronchodilating medication prior to test";YesNo;1;;;;;;0;;;
5.1;Tremoflo;55;1.1;string;string;V4_AOS_BronchMedSpec;"If yes, specify";;1;;;;;;0;"Use of bronchodilating medication prior to test";==;1
5.1;Tremoflo;55;2;datetime;datetime;V4_AOS_T1DateT;"Date and time of test";;1;;;;;;0;;;
5.1;Tremoflo;55;3;radio;radio;V4_AOS_T1Succ;"Did respiratory oscillometry test succeed?";YesNo;1;;;;;;0;;;
5.1;Tremoflo;55;3.1;radio;radio;V4_AOS_T1AmtAcq;"Amount of successful acquisitions performed";AmtAcq;1;;;;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.2;numeric;numeric;V4_AOS_T1R5Test;"R5: Test";;1;;;cmH2O.s/L;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.3;numeric;numeric;V4_AOS_T1R5SD;"R5: SD";;1;;;;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.4;numeric;numeric;V4_AOS_T1R5CV;"R5: CV%";;1;;;%;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.5;numeric;numeric;V4_AOS_T1R5ZScore;"R5: Z Score";;1;;;;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.6;numeric;numeric;V4_AOS_T1R5AbsDiff;"R5: Abs. Diff.";;1;;;cmH2O.s/L;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.7;numeric;numeric;V4_AOS_T1R5Pred;"R5: % Pred.";;1;;;%;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.8;numeric;numeric;V4_AOS_T1R520Test;"R5-20: Test";;1;;;cmH2O.s/L;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.9;numeric;numeric;V4_AOS_T1AXTest;"AX: Test";;1;;;cmH2O/L;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.10;numeric;numeric;V4_AOS_T1AXSD;"AX: SD";;1;;;;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.11;numeric;numeric;V4_AOS_T1AXCV;"AX: CV%";;1;;;%;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.12;numeric;numeric;V4_AOS_T1AXZScore;"AX: Z Score";;1;;;;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.13;numeric;numeric;V4_AOS_T1AXAbsDiff;"AX: Abs. Diff.";;1;;;cmH2O/L;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.14;numeric;numeric;V4_AOS_T1AXPred;"AX: % Pred.";;1;;;%;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.15;numeric;numeric;V4_AOS_T1VTTest;"VT: Test";;1;;;L;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.16;numeric;numeric;V4_AOS_T1VTSD;"VT: SD";;1;;;;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.17;numeric;numeric;V4_AOS_T1VTCV;"VT: CV%";;1;;;%;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.18;numeric;numeric;V4_AOS_T1COH5Test;"COH5: Test";;1;;;;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.20;radio;radio;V4_AOS_T2SalbutamolSucc;"Was salbutamol (ventolin) succesfully administered?";T2SalbutamolSucc;1;;;;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.20.1;numeric;numeric;V4_AOS_T2SalbutamolDose;"Administered dose of salbutamol (ventolin)";;1;;;µg;;;0;"Was salbutamol (ventolin) succesfully administered?";==;1
5.1;Tremoflo;55;3.20.2;datetime;datetime;V4_AOS_T2SalbutamolDateT;"Date and time of administration salbutamol";;1;;;;;;0;"Was salbutamol (ventolin) succesfully administered?";==;1
5.1;Tremoflo;55;3.20.3;datetime;datetime;V4_AOS_T2DateT;"Date and time of test";;1;;;;;;0;"Was salbutamol (ventolin) succesfully administered?";==;1
5.1;Tremoflo;55;3.20.4;radio;radio;V4_AOS_T2Succ;"Did respiratory oscillometry test succeed?";YesNo;1;;;;;;0;"Was salbutamol (ventolin) succesfully administered?";==;1
5.1;Tremoflo;55;3.20.4.1;radio;radio;V4_AOS_T2AmtAcq;"Amount of successful acquisitions performed";AmtAcq;1;;;;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.20.4.2;numeric;numeric;V4_AOS_T2R5Test;"R5: Test";;1;;;cmH2O.s/L;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.20.4.3;numeric;numeric;V4_AOS_T2R5SD;"R5: SD";;1;;;;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.20.4.4;numeric;numeric;V4_AOS_T2R5CV;"R5: CV%";;1;;;%;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.20.4.5;numeric;numeric;V4_AOS_T2R5ZScore;"R5: Z Score";;1;;;;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.20.4.6;numeric;numeric;V4_AOS_T2R5AbsDiff;"R5: Abs. Diff.";;1;;;cmH2O.s/L;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.20.4.7;numeric;numeric;V4_AOS_T2R5Pred;"R5: % Pred.";;1;;;%;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.20.4.8;numeric;numeric;V4_AOS_T2R520Test;"R5-20: Test";;1;;;cmH2O.s/L;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.20.4.9;numeric;numeric;V4_AOS_T2AXTest;"AX: Test";;1;;;cmH2O/L;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.20.4.10;numeric;numeric;V4_AOS_T2AXSD;"AX: SD";;1;;;;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.20.4.11;numeric;numeric;V4_AOS_T2AXCV;"AX: CV%";;1;;;%;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.20.4.12;numeric;numeric;V4_AOS_T2AXZScore;"AX: Z Score";;1;;;;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.20.4.13;numeric;numeric;V4_AOS_T2AXAbsDiff;"AX: Abs. Diff.";;1;;;cmH2O/L;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.20.4.14;numeric;numeric;V4_AOS_T2AXPred;"AX: % Pred.";;1;;;%;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.20.4.15;numeric;numeric;V4_AOS_T2VTTest;"VT: Test";;1;;;L;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.20.4.16;numeric;numeric;V4_AOS_T2VTSD;"VT: SD";;1;;;;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.20.4.17;numeric;numeric;V4_AOS_T2VTCV;"VT: CV%";;1;;;%;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.20.4.18;numeric;numeric;V4_AOS_T2COH5Test;"COH5: Test";;1;;;;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.22;numeric;numeric;V4_AOS_RefR5;R5;;1;;;cmH2O.s/L;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Tremoflo;55;3.23;numeric;numeric;V4_AOS_RefAX;AX;;1;;;cmH2O/L;;;0;"Did respiratory oscillometry test succeed?";==;1
5.1;Powell;56;1;radio;radio;V4_Powell_Powell;"Wordt de Powell vragenlijst bij deze visite afgenomen";JaNee;1;;;;;;0;;;
5.1;Powell;56;1.4;radio;radio;V4_Powell_Powell01;"Piepen / zagen";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
5.1;Powell;56;1.5;radio;radio;V4_Powell_Powell02;Hoesten;Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
5.1;Powell;56;1.6;radio;radio;V4_Powell_Powell03;"Reutelende ademhaling";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
5.1;Powell;56;1.7;radio;radio;V4_Powell_Powell04;Kortademigheid;Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
5.1;Powell;56;1.9;radio;radio;V4_Powell_Powell05;"Piepen / zagen";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
5.1;Powell;56;1.10;radio;radio;V4_Powell_Powell06;Hoesten;Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
5.1;Powell;56;1.11;radio;radio;V4_Powell_Powell07;"Reutelende ademhaling";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
5.1;Powell;56;1.12;radio;radio;V4_Powell_Powell08;Kortademigheid;Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
5.1;Powell;56;1.14;radio;radio;V4_Powell_Powell09;"Piepen / zagen";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
5.1;Powell;56;1.15;radio;radio;V4_Powell_Powell10;Hoesten;Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
5.1;Powell;56;1.16;radio;radio;V4_Powell_Powell11;"Reutelende ademhaling";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
5.1;Powell;56;1.17;radio;radio;V4_Powell_Powell12;Kortademigheid;Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
5.1;Powell;56;1.19;radio;radio;V4_Powell_Powell13;"Piepen / zagen";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
